subcategory,Dia,mes,dia_num,Tipo Dia,Subregión (SGR),CANTIDAD,Cuarta medida correctiva al Código Nacional de Policía más impuesta ,Fallecidos por siniestros viales,Población total de hombres,Población total de mujeres,Porcentaje población de hombres,Porcentaje población de mujeres,Primera medida correctiva al Código Nacional de Policía más impuesta ,Proporción en que son impuestas otras medidas correctivas al Código Nacional de Policía más impuesta ,Puntaje SISBEN: Promedio - Cabecera,Quinta medida correctiva al Código Nacional de Policía más impuesta ,Segunda medida correctiva al Código Nacional de Policía más impuesta ,Tasa de extorsión por cada 100.000 habitantes,Tasa de exÃ¡menes por presunto delito sexual a mujeres por cada 100 mil habitantes,Tasa de exámenes médico legales por presunto delito sexual contra adolescentes,Tasa de exámenes médico legales por presunto delito sexual contra niños y niñas de 0 a 5 años,Tasa de exámenes médico legales por presunto delito sexual contra niños y nñas de 6 a 11 años,Tasa de homicidio intencional en hombres por cada 100.000 habitantes,Tasa de homicidio intencional en mujeres por cada 100.000 habitantes,Tasa de homicidio intencional en áreas rurales por cada 100.000 habitantes,Tasa de homicidio intencional en áreas urbanas por cada 100.000 habitantes,Tasa de homicidio intencional por cada 100.000 habitantes,Tasa de homicidios en accidentes de tránsito por cada 100.000 habitantes,Tasa de homicidios en hombres por cada 100.000 habitantes,Tasa de homicidios en mujeres por cada 100.000 habitantes,Tasa de homicidios en áreas rurales por cada 100.000 habitantes,Tasa de homicidios en áreas urbanas por cada 100.000 habitantes,Tasa de homicidios por cada 100.000 habitantes,Tasa de hurto a personas por cada 100.000 habitantes,Tasa de hurto común por cada 100.000 habitantes,Tasa de lesiones en accidentes de tránsito por cada 100.000 habitantes,Tasa de secuestro por cada 100.000 habitantes,Tasa de violencia contra adolescentes 12 a 17 años,Tasa de violencia contra niños y niñas de 6 a 11 años,Tasa de violencia contra niños y niñas de primera infancia,Tasa de violencia de pareja a mujeres por cada 100 mil habitantes,Tasa de violencia interpersonal por cada 100.000 habitantes,Tasa de violencia intrafamiliar por cada 100.000 habitantes,Tercera medida correctiva al Código Nacional de Policía más impuesta ,Índice de Interrelación de Problemáticas
Charcutería,Martes,1,4,Laboral,Norte,10.0,1.6199999999999999,3.0,8136.8,8032.4,50.32,49.68,19.403333333333332,4.62,36.04,1.39,4.25,12.576666666666668,76.96,366.6725,165.49666666666667,154.64,72.295,15.575000000000001,53.45333333333334,21.833333333333332,41.45333333333333,10.48,59.485,9.442499999999999,43.645,11.1325,44.112,40.91,69.35,55.56,0.0,409.2625,114.955,73.82,114.44,204.66333333333333,119.255,2.7133333333333334,42.57
Charcutería,Martes,1,4,Laboral,Oriente,12.0,1.2466666666666668,4.833333333333333,14452.8,14653.2,49.656,50.344,19.419999999999998,7.103333333333333,33.57,1.1566666666666667,3.25,9.266666666666667,81.04,338.82500000000005,226.5975,461.995,128.67333333333332,13.724,180.33333333333334,46.6,69.61666666666666,14.488333333333335,87.8625,13.82,126.75750000000001,34.6875,63.41799999999999,142.5533333333333,241.66500000000002,130.64833333333334,0.0,646.5975000000001,665.87,501.3975,127.2,253.38,144.975,1.8166666666666667,27.92
"Lácteos, huevos y refrigerados",Martes,1,4,Laboral,Valle,3.0,2.52,3.8333333333333335,15172.0,16068.4,48.566,51.434000000000005,15.446666666666665,3.8633333333333333,35.89,2.4933333333333336,6.63,13.883333333333333,114.21,396.1825,257.32,289.15999999999997,104.72500000000001,11.3,72.96000000000001,54.296666666666674,55.65166666666667,11.226666666666667,82.97,7.85,48.105000000000004,43.53,57.024,269.27,455.90250000000003,80.055,0.825,650.93,269.33500000000004,223.7,142.17,220.06000000000003,104.47,3.0533333333333332,23.27
Pasabocas,Martes,1,4,Laboral,Norte,12.0,1.3733333333333333,1.8333333333333333,4976.6,5017.6,49.8,50.2,23.22666666666667,4.36,40.72,1.0533333333333332,2.1566666666666667,9.962,64.98467190486303,162.34333333333333,213.25,399.57,60.26833333333334,20.6,75.955,24.4,31.733333333333334,6.1259999999999994,35.1775,5.14,22.0025,19.322499999999998,31.887999999999998,77.41833333333334,220.455,16.363999999999997,0.0,1121.86,549.435,200.4475,96.99,399.82,148.3425,1.8200000000000003,26.12
Pasabocas,Martes,1,4,Laboral,Alto Occidente,6.0,2.1133333333333337,1.0,3094.8,2996.4,50.808,49.192,12.483333333333333,5.96,40.75,1.5433333333333332,6.616666666666667,9.924000000000001,75.02,328.1166666666667,841.59,398.175,32.4125,13.382137469710932,26.25,39.42136023264268,16.4775,16.71,16.490000000000002,0.0,13.365,0.0,10.046000000000001,33.30833333333333,67.275,71.925,4.075,295.4325,266.5325,57.6025,124.97187288569963,72.09333333333332,70.5175,5.283333333333334,22.14
Belleza,Miercoles,1,5,Laboral,Urabá,6.0,0.5566666666666666,10.833333333333334,7293.6,7122.4,50.594,49.408,27.96666666666667,3.003333333333334,31.25,0.42999999999999994,1.3399999999999999,11.761666666666668,28.7,239.54500000000002,90.43333333333334,262.205,179.48666666666668,19.033333333333335,137.485,33.536,95.505,86.25333333333333,184.07750000000001,3.61,138.315,23.71,107.372,81.03,134.585,239.01500000000001,0.0,351.5075,334.6925,67.705,201.95,91.16666666666667,166.82750000000001,0.7066666666666667,93.59
Despensa,Miercoles,1,5,Laboral,Centro,6.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Dulces y postres,Miercoles,1,5,Laboral,Bajo Cauca,6.0,0.6966666666666667,18.0,45519.2,48218.6,48.56,51.44,26.763333333333335,1.7300000000000002,24.61,0.6466666666666666,3.0566666666666666,29.548333333333332,33.75,143.575,56.77333333333333,103.0175,186.28333333333333,16.476666666666667,275.48499999999996,74.53666666666668,98.90999999999998,10.031666666666666,180.86499999999998,15.3575,222.685,76.715,106.346,162.42166666666665,271.99,24.736666666666665,0.535,277.395,124.67,59.99,189.54,213.84666666666666,152.5675,1.1033333333333333,33.87
Charcutería,Jueves,1,6,Laboral,Suroeste,15.0,1.1866666666666668,2.1666666666666665,6905.4,7014.4,49.608,50.392,20.66333333333333,3.6,47.76,1.18,4.5600000000000005,8.668,16.38,650.1275,332.19666666666666,489.1225,43.53,14.149999999999999,37.01166666666666,14.511666666666665,23.98,9.1275,25.785,3.57,21.310000000000002,9.545,26.044,55.48666666666666,216.7525,20.62333333333333,0.0,1013.4075,493.61,311.6775,178.32,258.4433333333333,195.0,2.8000000000000003,21.27
Cuidado Personal,Jueves,1,6,Laboral,Centro,10.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Cuidado Personal,Jueves,1,6,Laboral,Occidente,6.0,1.1033333333333333,2.3333333333333335,5820.6,6455.2,47.416,52.584,21.94333333333333,3.676666666666667,40.65,0.9466666666666667,4.3,14.882,44.46,93.33,130.72,96.275,109.705,20.666666666666668,98.61666666666666,43.501666666666665,57.39833333333333,17.926666666666666,105.32249999999999,11.9,91.7225,44.167500000000004,58.3,51.178333333333335,83.4175,119.61166666666666,0.0,89.98249999999999,48.1375,27.3825,17.18,150.48,98.3625,2.03,16.33
Despensa,Jueves,1,6,Laboral,Oriente,6.0,1.8800000000000001,0.0,5283.2,5073.6,51.012,48.988,18.583333333333332,4.53,36.2,1.0266666666666666,4.7299999999999995,27.144,0.0,90.74,126.69867211386399,180.72590294272894,60.536,26.2,43.28666666666666,28.799999999999997,32.15,0.0,38.715,15.225000000000001,36.7825,7.295,37.612,37.87,151.53,7.425,0.0,21.57,0.0,0.0,0.0,91.58999999999999,60.9475,3.246666666666666,54.41
Despensa,Jueves,1,6,Laboral,Occidente,12.0,0.6666666666666666,3.0,7731.8,7739.4,49.977999999999994,50.022000000000006,25.77333333333333,3.6533333333333338,38.35,0.65,2.2466666666666666,10.793333333333331,96.98,214.60999999999999,228.23000000000002,186.45,106.87166666666667,19.799999999999997,88.105,26.325,56.76833333333334,22.656666666666666,94.465,3.175,79.0275,11.28,49.258,200.12166666666667,425.3,40.07833333333333,0.0,217.5,111.91749999999999,151.935,33.41,77.67,44.14,1.0066666666666666,30.56
Despensa,Jueves,1,6,Laboral,Vertiente Occidental,12.0,1.8566666666666665,1.5,6421.6,6058.8,51.452,48.548,16.3,3.276666666666666,34.19,0.8966666666666666,9.013333333333334,2.0,153.14,874.4075,543.8525,651.9174999999999,49.71666666666667,33.333333333333336,46.22833333333333,21.41,33.638333333333335,12.173333333333332,43.43,25.07,55.01,9.155000000000001,35.7,36.42666666666667,101.3925,98.33833333333332,0.0,1418.48,825.9074999999999,737.4975,188.2,180.89666666666668,185.67000000000002,2.6566666666666667,52.2
Productos Congelados,Jueves,1,6,Laboral,Oriente,20.0,0.8266666666666667,8.333333333333334,16236.4,18130.4,47.244,52.75599999999999,22.349999999999998,3.4899999999999998,40.26,0.5566666666666668,5.07,22.886666666666667,82.03,136.165,224.385,214.8825,180.295,14.34,140.38333333333333,79.105,91.36500000000001,18.886666666666667,111.1575,4.115,65.225,51.92,85.718,90.72333333333334,132.54500000000002,112.09333333333335,0.0,251.26749999999998,234.62,117.5825,124.98,124.33666666666666,88.745,1.7033333333333334,23.95
Belleza,Viernes,1,7,Laboral,Suroeste,12.0,1.5433333333333332,4.666666666666667,9323.2,9267.2,50.154,49.846,17.743333333333332,6.300000000000001,36.85,1.0233333333333332,5.603333333333333,10.011666666666667,71.4,381.5775,327.73,610.5575,161.11333333333332,26.05,127.835,35.00833333333333,91.65166666666666,18.906666666666666,124.6325,5.4625,97.535,14.342500000000001,95.368,52.64000000000001,165.35750000000002,32.723333333333336,1.375,855.95,668.3,428.6425,90.32,253.99666666666667,109.14,1.7833333333333332,47.26
Despensa,Viernes,1,7,Laboral,Alto Occidente,3.0,1.16,3.3333333333333335,4615.2,4449.6,50.914,49.086,22.393333333333334,4.616666666666666,34.95,0.92,2.86,8.3275,67.34,114.68,126.69867211386399,263.5966666666667,90.56,22.85,39.63333333333333,120.98333333333333,42.151666666666664,29.236666666666665,65.15,0.0,28.1375,71.92750000000001,48.144,30.958333333333332,106.57,128.57166666666666,0.0,114.8875,109.03999999999999,23.2775,28.2,153.64666666666668,60.557500000000005,2.0566666666666666,42.49
Dulces y postres,Viernes,1,7,Laboral,Occidente,3.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Dulces y postres,Viernes,1,7,Laboral,Sur,6.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
"Lácteos, huevos y refrigerados",Viernes,1,7,Laboral,Sur,6.0,1.5733333333333333,341.0,1054358.6,1201836.8,46.732,53.26800000000001,13.133333333333333,4.336666666666667,44.69,1.0433333333333332,11.506666666666666,18.853333333333335,65.12,172.7725,88.28999999999999,144.595,99.60666666666667,6.398333333333333,58.51666666666666,49.76,49.955000000000005,12.301666666666668,79.0475,4.220000000000001,39.8775,39.120000000000005,49.724000000000004,794.5383333333333,1018.72,124.80666666666667,0.368,347.88250000000005,164.3225,103.1,160.38,248.88,184.1275,2.4066666666666667,10.35
Belleza,Sabado,1,8,Fin de Semana,Centro,19.0,1.1,36.0,62502.2,68001.2,47.894,52.105999999999995,23.753333333333334,5.71,42.3,0.6733333333333333,1.4366666666666668,18.860000000000003,100.57,205.7825,128.0475,282.7025,110.75166666666667,8.606666666666667,88.00666666666666,52.43166666666667,57.445,21.786666666666665,80.595,8.932500000000001,66.865,39.3525,57.484,270.45666666666665,372.9475,227.40666666666667,0.2,437.815,364.325,153.185,297.88,293.5833333333333,220.37,1.3266666666666667,13.95
Belleza,Sabado,1,8,Fin de Semana,Norte,3.0,0.8866666666666667,0.6666666666666666,3590.2,3715.6,49.14,50.86,18.683333333333334,4.076666666666667,35.93,0.87,6.603333333333333,13.7025,59.72,354.2066666666667,283.09000000000003,262.5875,61.025,13.382137469710932,60.21666666666667,24.549999999999997,29.936666666666667,7.02,64.92,0.0,67.9925,6.1075,36.884,36.757999999999996,88.0625,58.426,6.775,289.18,221.6025,115.15,36.43,59.419999999999995,59.3025,2.8733333333333335,26.96
Cuidado de ropa y calzado,Sabado,1,8,Fin de Semana,Sur,4.0,1.7,30.0,52488.2,55851.2,48.446,51.553999999999995,14.913333333333334,5.24,44.42,0.8266666666666667,7.733333333333333,14.566666666666668,90.36,212.59,112.5275,205.1225,146.815,14.651666666666666,63.47833333333333,81.05499999999999,78.62,24.05,131.715,12.4375,53.927499999999995,72.67,80.3,472.62833333333333,702.135,191.5683333333333,0.225,368.57,220.8825,109.68249999999999,96.37,258.12,143.5325,3.5900000000000003,16.55
Pasabocas,Martes,1,11,Laboral,Suroeste,6.0,1.1900000000000002,2.5,5379.0,5570.8,49.126,50.874,25.200000000000003,3.8799999999999994,43.6,0.9766666666666666,1.53,16.432,64.98467190486303,132.54333333333332,144.59666666666666,104.95,37.3,18.1,30.65,31.85,21.990000000000002,16.704,37.6575,9.11,25.7425,21.375,24.06,66.00333333333333,185.0075,55.285,0.0,370.195,59.957499999999996,107.5275,32.63,163.24,68.8875,1.2166666666666668,18.85
Belleza,Miercoles,1,12,Laboral,Centro,6.0,1.0366666666666668,4.0,7940.6,7775.4,50.528,49.474000000000004,17.02,2.9533333333333336,39.95,0.69,8.196666666666667,8.51,57.02,143.73999999999998,62.23,148.07666666666668,81.91166666666668,12.725000000000001,61.836666666666666,40.5,43.49,15.896666666666667,50.6125,6.385,42.81999999999999,0.0,39.396,122.23833333333334,273.0625,74.04166666666667,0.0,257.57,166.1325,34.917500000000004,153.72,258.61999999999995,119.4075,4.1066666666666665,26.31
Pasabocas,Miercoles,1,12,Laboral,Occidente,6.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Aseo de hogar,Jueves,1,13,Laboral,Sur,10.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
Belleza,Jueves,1,13,Laboral,Oriente,12.0,1.3933333333333333,1.0,10931.6,11236.0,49.315999999999995,50.684000000000005,16.66,7.04,46.48,1.2833333333333334,3.9200000000000004,8.925999999999998,10.63,92.28999999999999,126.69867211386399,49.14333333333334,49.875,8.906666666666666,28.227999999999998,28.756666666666664,26.848333333333333,4.44,36.3675,2.1675,17.4725,19.7725,28.284,91.78500000000001,204.06,19.963333333333335,0.0,68.0675,24.59,12.94,13.0,106.64666666666666,40.305,3.6966666666666668,26.82
Belleza,Jueves,1,13,Laboral,Bajo Cauca,6.0,0.8766666666666666,0.0,13782.8,13005.2,51.448,48.552,26.826666666666668,3.3433333333333337,21.6,0.7666666666666666,1.21,8.934000000000001,64.98467190486303,29.884999999999998,126.69867211386399,36.973333333333336,47.468333333333334,11.556666666666667,54.07833333333334,17.433333333333334,30.03833333333333,2.88,46.93,9.565000000000001,48.93,11.122499999999999,33.198,19.755,45.0175,2.77,0.0,22.435,20.197499999999998,0.0,124.97187288569963,27.2,25.7225,0.9766666666666667,64.55
Despensa,Jueves,1,13,Laboral,Suroeste,6.0,1.5433333333333332,4.666666666666667,9323.2,9267.2,50.154,49.846,17.743333333333332,6.300000000000001,36.85,1.0233333333333332,5.603333333333333,10.011666666666667,71.4,381.5775,327.73,610.5575,161.11333333333332,26.05,127.835,35.00833333333333,91.65166666666666,18.906666666666666,124.6325,5.4625,97.535,14.342500000000001,95.368,52.64000000000001,165.35750000000002,32.723333333333336,1.375,855.95,668.3,428.6425,90.32,253.99666666666667,109.14,1.7833333333333332,47.26
Despensa,Jueves,1,13,Laboral,Sur,10.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
Charcutería,Viernes,1,14,Laboral-Quincena,Centro,12.0,2.5733333333333333,39.0,105755.4,117064.4,47.46,52.54,16.833333333333332,4.883333333333333,32.65,1.0366666666666666,5.166666666666667,40.53333333333333,62.04,126.655,62.4825,112.6625,101.07166666666666,6.918333333333334,89.32166666666666,43.105,51.571666666666665,11.75,77.555,4.17,69.9325,31.945,53.86800000000001,262.075,350.275,129.44,0.0,217.325,105.28750000000001,51.67,81.63,159.04333333333332,82.7775,3.5066666666666664,15.76
Pasabocas,Viernes,1,14,Laboral-Quincena,Suroeste,12.0,3.19,4.333333333333333,13317.0,13344.2,49.95,50.05,31.115,6.595000000000001,38.14,2.05,4.3500000000000005,20.262,22.64,181.4375,140.1725,176.5325,231.24666666666667,30.025000000000002,187.42666666666665,95.39333333333333,130.54333333333332,10.676666666666668,197.43,28.3825,161.935,82.2475,142.192,75.18666666666667,153.03,30.294999999999998,0.0,338.72749999999996,213.4575,167.26999999999998,112.31,202.01,81.9025,3.1950000000000003,38.01
Pasabocas,Viernes,1,14,Laboral-Quincena,Norte,12.0,1.4166666666666667,0.8333333333333334,7787.8,7666.6,50.392,49.61,16.483333333333334,5.933333333333333,42.72,1.4033333333333333,5.28,3.9,17.76,165.56,107.00999999999999,86.58,32.2025,19.75,29.733333333333334,19.7925,21.0825,6.5175,16.1775,6.5925,12.815,9.8825,11.706,36.306,53.7325,33.336666666666666,0.0,41.39,21.645,22.3225,0.0,62.81,35.480000000000004,3.48,23.59
Belleza,Sabado,1,15,Fin de Semana,Suroeste,4.0,1.3933333333333333,4.5,10915.0,10958.4,49.902,50.098,20.02,3.926666666666667,36.8,1.1266666666666667,4.913333333333333,13.901666666666666,80.27,393.2275,157.3125,293.02,85.57,12.233333333333334,42.81166666666667,51.535000000000004,45.77166666666667,13.793333333333335,73.61,6.9125,34.08,51.28,50.454,83.21333333333332,194.5725,41.02166666666667,0.0,675.03,353.085,166.69,228.63,288.8233333333333,163.375,2.6266666666666665,39.71
Belleza,Sabado,1,15,Fin de Semana,Magdalena Medio,6.0,0.96,6.0,10175.2,9671.8,51.27,48.730000000000004,23.72,2.9166666666666665,34.18,0.55,3.01,16.82166666666667,75.57,164.67249999999999,41.05,150.905,77.93166666666666,24.9,70.87833333333333,32.0,50.080000000000005,21.896666666666665,44.1,17.96,50.375,14.4775,54.36,162.275,341.59000000000003,42.38166666666667,1.75,225.57,98.89,17.065,91.97,145.16333333333333,112.7075,2.85,44.93
Belleza,Sabado,1,15,Fin de Semana,Centro,12.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Productos Congelados,Sabado,1,15,Fin de Semana,Oriente,6.0,0.7399999999999999,13.5,35619.2,37847.2,48.482,51.517999999999994,21.533333333333335,2.9166666666666665,48.09,0.4666666666666666,5.196666666666666,17.703333333333333,73.81,287.51,120.6575,245.97000000000003,40.33833333333333,5.756666666666667,63.26166666666666,16.625,22.525000000000002,10.736666666666666,30.995,3.9924999999999997,56.68,11.375,23.036,244.125,385.52750000000003,188.36,0.35,593.21,299.08,144.79000000000002,217.44,362.92,196.6175,3.1466666666666665,21.62
Productos Congelados,Sabado,1,15,Fin de Semana,Alto Occidente,13.0,0.6966666666666667,5.833333333333333,25807.2,26417.0,49.414,50.586,25.553333333333338,3.6300000000000003,46.76,0.58,2.57,7.075,21.83,141.89499999999998,37.406666666666666,144.5775,19.158333333333335,7.7,15.346,7.83,10.093333333333334,8.366666666666667,13.932500000000001,1.9375,9.17,5.4025,9.32,106.76333333333334,171.475,91.98833333333333,0.0,176.125,144.3075,31.3075,29.19,161.49666666666667,88.0025,0.9733333333333333,23.43
Belleza,Lunes,1,17,Laboral,Valle del Aburrá,4.0,1.05,8.833333333333334,39958.2,45979.0,46.496,53.504,23.033333333333335,3.5733333333333337,70.03,0.9233333333333333,2.83,16.146666666666665,42.8,163.1125,90.2175,145.3925,11.456666666666669,4.453333333333333,11.636666666666665,6.586666666666667,6.501666666666666,10.005,12.0475,1.64,4.175,6.7825,6.736,666.385,998.7375000000001,70.56333333333333,0.325,349.35,143.8925,102.7025,109.65,191.60333333333335,143.6875,2.5866666666666664,1.84
Belleza,Lunes,1,17,Laboral,Sur,4.0,1.7266666666666666,11.0,28183.8,29741.0,48.656,51.34400000000001,21.923333333333332,4.303333333333334,33.85,1.0933333333333333,2.5500000000000003,8.635,57.4,102.845,41.58,73.72333333333333,97.21833333333332,7.811666666666667,53.705000000000005,50.126666666666665,51.22666666666667,12.406666666666666,65.01,4.202500000000001,38.7875,31.525,51.977999999999994,179.08166666666668,240.315,70.94833333333334,0.0,206.04000000000002,33.565,26.7975,28.16,155.58,78.865,2.4033333333333333,14.77
Productos Congelados,Lunes,1,17,Laboral,Occidente,3.0,1.6833333333333336,1.8333333333333333,3705.4,3484.0,51.538,48.462,19.796666666666667,4.3933333333333335,39.53,1.3433333333333335,4.723333333333334,23.18166666666667,28.07,314.995,400.515,190.41500000000002,58.70166666666666,58.7,43.18,39.42136023264268,34.98833333333334,8.27,33.715,14.675,30.349999999999998,0.0,33.489999999999995,90.44,126.2325,17.6775,0.0,160.5875,194.4425,299.6,35.17,123.74,67.12,2.063333333333333,54.12
Bebidas,Martes,1,18,Laboral,Centro,1.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Bebidas,Martes,1,18,Laboral,Occidente,4.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Belleza,Martes,1,18,Laboral,Valle del Aburrá,6.0,1.0233333333333332,18.166666666666668,109491.2,128466.8,46.013999999999996,53.986000000000004,22.14,3.963333333333333,71.67,0.5833333333333334,5.206666666666667,12.775,19.49,52.7025,49.34,42.6725,8.038333333333332,1.0666666666666667,25.4,3.72,3.966666666666667,8.401666666666666,6.75,0.2025,12.715,2.715,3.9560000000000004,577.5266666666666,823.0475,55.87833333333333,0.33,283.8175,102.935,78.885,87.01,157.06333333333333,135.7175,1.0799999999999998,0.0
Belleza,Martes,1,18,Laboral,Nordeste,12.0,1.04,6.333333333333333,19555.6,19655.6,49.876,50.124,25.26,3.7533333333333334,27.47,0.8300000000000001,1.8566666666666667,35.445,15.24,233.1125,83.69,117.6125,262.7183333333333,15.536666666666667,245.33,116.23833333333334,138.87666666666667,8.574,219.9775,6.470000000000001,178.9475,98.4825,147.07800000000003,61.55666666666667,148.84,7.843333333333334,0.0,324.8,130.2425,66.765,50.57,179.55666666666664,129.465,1.2633333333333334,45.61
Belleza,Martes,1,18,Laboral,Nordeste,12.0,2.1700000000000004,4.5,5980.8,6107.2,49.48,50.52,16.63,6.0566666666666675,35.12,2.1566666666666667,4.736666666666667,19.376666666666665,64.98467190486303,158.37,210.84666666666666,267.31,268.29333333333335,27.43166666666667,274.835,93.48333333333333,146.70333333333335,28.064,232.425,24.695,222.8425,87.135,162.072,59.24333333333333,98.0725,13.885,0.0,477.68000000000006,270.765,266.905,54.79,118.33999999999999,87.9675,2.2566666666666664,41.86
Belleza,Martes,1,18,Laboral,Alto Occidente,3.0,1.4733333333333334,9.333333333333334,14303.6,14925.2,48.934,51.066,15.233333333333333,4.626666666666667,40.78,0.8300000000000001,7.98,4.118,57.86,287.27,64.7675,292.2625,38.57666666666667,6.7,14.306666666666667,25.138333333333335,19.448333333333334,19.456666666666667,28.2725,1.6825,11.5375,18.14,21.902,70.58166666666666,120.79249999999999,193.475,0.0,386.395,272.27250000000004,45.5125,112.21,184.56000000000003,84.26249999999999,3.85,30.91
Charcutería,Martes,1,18,Laboral,Vertiente Oriental,3.0,1.5533333333333335,25.833333333333332,103906.4,118136.0,46.796,53.20399999999999,19.75,3.356666666666667,34.81,1.3166666666666667,5.133333333333334,7.609999999999999,62.11,318.08000000000004,169.94,294.69,39.46666666666667,2.703333333333333,63.873333333333335,17.55333333333333,19.903333333333332,11.681666666666667,27.0575,2.7525,51.4075,12.1675,18.73,350.87833333333333,492.125,240.06499999999997,0.125,504.225,329.36,167.595,160.7,186.23333333333335,146.555,2.8900000000000006,12.78
Cuidado Personal,Martes,1,18,Laboral,Urabá,6.0,0.9366666666666666,19.0,61500.4,64337.2,48.876,51.124,25.080000000000002,4.246666666666667,36.23,0.9199999999999999,1.7966666666666666,6.531666666666667,5.5,79.9375,28.104999999999997,82.715,77.81666666666666,4.16,74.07166666666667,33.63,40.205,14.270000000000001,60.33,4.2925,57.6275,26.57,40.136,268.93,432.29999999999995,46.281666666666666,0.0,207.32,104.185,40.137499999999996,2.78,157.69666666666666,142.26749999999998,1.0166666666666668,35.32
