subcategory,Dia,mes,dia_num,Tipo Dia,Subregión (SGR),CANTIDAD,Cuarta medida correctiva al Código Nacional de Policía más impuesta ,Fallecidos por siniestros viales,Población total de hombres,Población total de mujeres,Porcentaje población de hombres,Porcentaje población de mujeres,Primera medida correctiva al Código Nacional de Policía más impuesta ,Proporción en que son impuestas otras medidas correctivas al Código Nacional de Policía más impuesta ,Puntaje SISBEN: Promedio - Cabecera,Quinta medida correctiva al Código Nacional de Policía más impuesta ,Segunda medida correctiva al Código Nacional de Policía más impuesta ,Tasa de extorsión por cada 100.000 habitantes,Tasa de exÃ¡menes por presunto delito sexual a mujeres por cada 100 mil habitantes,Tasa de exámenes médico legales por presunto delito sexual contra adolescentes,Tasa de exámenes médico legales por presunto delito sexual contra niños y niñas de 0 a 5 años,Tasa de exámenes médico legales por presunto delito sexual contra niños y nñas de 6 a 11 años,Tasa de homicidio intencional en hombres por cada 100.000 habitantes,Tasa de homicidio intencional en mujeres por cada 100.000 habitantes,Tasa de homicidio intencional en áreas rurales por cada 100.000 habitantes,Tasa de homicidio intencional en áreas urbanas por cada 100.000 habitantes,Tasa de homicidio intencional por cada 100.000 habitantes,Tasa de homicidios en accidentes de tránsito por cada 100.000 habitantes,Tasa de homicidios en hombres por cada 100.000 habitantes,Tasa de homicidios en mujeres por cada 100.000 habitantes,Tasa de homicidios en áreas rurales por cada 100.000 habitantes,Tasa de homicidios en áreas urbanas por cada 100.000 habitantes,Tasa de homicidios por cada 100.000 habitantes,Tasa de hurto a personas por cada 100.000 habitantes,Tasa de hurto común por cada 100.000 habitantes,Tasa de lesiones en accidentes de tránsito por cada 100.000 habitantes,Tasa de secuestro por cada 100.000 habitantes,Tasa de violencia contra adolescentes 12 a 17 años,Tasa de violencia contra niños y niñas de 6 a 11 años,Tasa de violencia contra niños y niñas de primera infancia,Tasa de violencia de pareja a mujeres por cada 100 mil habitantes,Tasa de violencia interpersonal por cada 100.000 habitantes,Tasa de violencia intrafamiliar por cada 100.000 habitantes,Tercera medida correctiva al Código Nacional de Policía más impuesta ,Índice de Interrelación de Problemáticas
Pasabocas,Martes,5,10,Laboral,Valle del Aburrá,10.0,1.1900000000000002,5.666666666666667,35978.6,38367.4,48.391999999999996,51.608000000000004,24.426666666666666,3.83,56.43,1.1633333333333333,1.9033333333333335,17.52,37.17,166.4675,126.3725,136.24,36.31333333333334,5.34,23.223333333333333,19.413333333333334,19.865,8.991666666666667,31.302500000000002,2.6225,17.2675,16.427500000000002,19.984,390.21166666666664,624.4325,82.27166666666666,0.0,333.185,177.59,129.48499999999999,165.6,198.09,162.095,1.4833333333333334,8.52
Pasabocas,Martes,5,10,Laboral,Occidente,3.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Pasabocas,Martes,5,10,Laboral,Norte,6.0,1.9066666666666665,2.6666666666666665,6126.6,6295.2,49.324,50.678,20.993333333333332,3.8533333333333335,35.11,1.7433333333333332,2.873333333333333,16.1175,13.44,158.1,87.83500000000001,97.6275,134.655,28.03,156.47500000000002,66.64333333333333,75.705,19.153333333333332,104.455,8.08,63.9925,52.235,87.152,55.92166666666666,96.4575,89.88833333333332,0.0,59.037499999999994,183.87,134.3125,49.1,119.70666666666666,46.69,2.6266666666666665,41.9
Belleza,Miercoles,5,11,Laboral,Urabá,12.0,0.86,15.833333333333334,28710.0,30837.6,48.218,51.782000000000004,27.78333333333333,2.3433333333333333,36.45,0.75,1.2366666666666666,5.43,2.57,63.97,48.68333333333334,98.46000000000001,107.08333333333333,3.305,133.72333333333333,37.468333333333334,52.85166666666667,23.671666666666667,82.89750000000001,0.845,95.0825,29.9025,50.194,99.435,168.14249999999998,59.001666666666665,0.0,155.745,106.3725,50.8775,35.81,136.32666666666668,103.5075,1.0266666666666666,42.11
Cuidado Personal,Miercoles,5,11,Laboral,Urabá,2.0,0.735,12.666666666666666,21545.8,22148.0,49.31,50.69,43.699999999999996,3.72,32.74,0.615,0.99,3.682,6.31,181.755,36.620000000000005,124.14750000000001,35.09166666666667,5.993333333333333,17.94666666666667,31.945,18.846666666666668,29.786666666666665,33.8125,0.0,14.175,24.0625,19.594,60.645,87.4525,52.49333333333334,0.0,255.04999999999998,86.5,49.2475,39.96,113.33,66.92,0.745,59.6
Cuidado Personal,Miercoles,5,11,Laboral,Sur,6.0,0.88,40.0,45217.8,47875.2,48.572,51.428,18.45,2.893333333333333,40.5,0.6666666666666666,9.926666666666668,11.21,73.56,145.5625,64.475,118.435,126.33166666666666,9.406666666666666,52.693333333333335,103.675,66.08666666666666,40.00333333333334,96.375,7.82,43.0875,72.315,70.94,270.1066666666666,433.54,268.68666666666667,0.0,248.4875,122.4775,71.95500000000001,194.83,236.33333333333334,176.3025,1.1866666666666665,11.35
Cuidado de ropa y calzado,Miercoles,5,11,Laboral,Magdalena Medio,6.0,0.96,6.0,10175.2,9671.8,51.27,48.730000000000004,23.72,2.9166666666666665,34.18,0.55,3.01,16.82166666666667,75.57,164.67249999999999,41.05,150.905,77.93166666666666,24.9,70.87833333333333,32.0,50.080000000000005,21.896666666666665,44.1,17.96,50.375,14.4775,54.36,162.275,341.59000000000003,42.38166666666667,1.75,225.57,98.89,17.065,91.97,145.16333333333333,112.7075,2.85,44.93
Despensa,Miercoles,5,11,Laboral,Occidente,12.0,0.49,0.3333333333333333,2882.6,2642.6,52.172000000000004,47.827999999999996,28.963333333333335,2.1766666666666663,36.79,0.4766666666666666,1.2533333333333334,25.482,64.98467190486303,211.88,126.69867211386399,180.72590294272894,127.62166666666667,13.382137469710932,103.425,42.06666666666666,66.55499999999999,0.0,88.22500000000001,0.0,74.335,10.585,66.128,128.02833333333334,234.9675,4.5625,0.0,52.52,0.0,0.0,90.46,122.58666666666666,45.230000000000004,0.64,25.63
Despensa,Miercoles,5,11,Laboral,Vertiente Oriental,5.0,1.4433333333333334,74.83333333333333,223762.6,251706.6,47.064,52.936,16.49,3.953333333333333,34.34,1.2333333333333334,7.079999999999999,13.856666666666667,108.72,385.7025,207.55,370.275,48.10333333333333,4.685,29.01,24.26,25.113333333333333,15.131666666666668,36.025,4.195,22.8875,18.3575,24.472,544.085,757.92,340.715,0.385,633.01,404.65999999999997,219.43,208.52,247.89666666666665,183.495,3.8000000000000003,19.59
Dulces y postres,Miercoles,5,11,Laboral,Sur,8.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
Panadería y Pastelería,Miercoles,5,11,Laboral,Oriente,4.0,1.3933333333333333,1.0,10931.6,11236.0,49.315999999999995,50.684000000000005,16.66,7.04,46.48,1.2833333333333334,3.9200000000000004,8.925999999999998,10.63,92.28999999999999,126.69867211386399,49.14333333333334,49.875,8.906666666666666,28.227999999999998,28.756666666666664,26.848333333333333,4.44,36.3675,2.1675,17.4725,19.7725,28.284,91.78500000000001,204.06,19.963333333333335,0.0,68.0675,24.59,12.94,13.0,106.64666666666666,40.305,3.6966666666666668,26.82
Pasabocas,Miercoles,5,11,Laboral,Occidente,18.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Despensa,Jueves,5,12,Laboral,Vertiente Oriental,5.0,2.1466666666666665,2.0,8542.2,8480.0,50.182,49.818,14.063333333333334,4.596666666666667,32.57,1.5066666666666666,5.9433333333333325,3.9333333333333336,153.82,360.3225,337.61,464.2825,44.99333333333333,23.5,36.82833333333333,25.91,24.48,11.826,23.65,0.0,21.252499999999998,2.935,26.103999999999996,41.425000000000004,129.315,64.80666666666667,0.0,736.7225000000001,460.8625,259.0375,110.69,263.49333333333334,127.0325,5.740000000000001,40.99
Aseo de hogar,Viernes,5,13,Laboral-Quincena,Vertiente del Pacífico,6.0,1.9666666666666668,3.1666666666666665,14002.0,13554.6,50.81,49.19,19.05666666666667,4.1466666666666665,35.08,1.1333333333333333,4.833333333333333,10.976,18.17,89.145,45.83,78.21000000000001,28.736666666666665,7.3,17.648333333333333,27.700000000000003,15.171666666666667,9.756666666666666,19.85,1.8475,10.1,13.84,14.559999999999999,22.515,62.29,63.84,0.0,63.6525,65.29,9.5675,15.23,85.77,44.6475,2.86,33.96
Belleza,Viernes,5,13,Laboral-Quincena,Norte,10.0,2.026666666666667,2.0,9862.6,9768.0,50.242000000000004,49.757999999999996,16.826666666666664,3.8266666666666667,41.37,1.2933333333333334,6.29,6.829999999999999,92.28,414.185,212.33499999999998,199.2975,25.363333333333333,10.4,24.960000000000004,8.57,13.606666666666667,8.546666666666667,20.425,2.5925,18.759999999999998,6.5025,14.372,33.29666666666667,96.4075,48.46,0.0,688.4475,293.545,124.3275,84.08,215.4466666666667,72.92,3.736666666666667,27.24
Belleza,Viernes,5,13,Laboral-Quincena,Centro,9.0,1.9966666666666668,10.166666666666666,16623.8,17674.6,48.468,51.532,16.863333333333333,4.81,36.6,1.1966666666666668,4.883333333333334,11.780000000000001,62.41,191.64,112.94,153.3325,137.905,12.715,90.12,59.54,71.09666666666666,26.363333333333333,116.1075,8.645,74.2375,52.2975,72.17999999999999,180.25833333333333,263.8325,100.49833333333333,0.0,394.36,135.21499999999997,102.4225,164.77,423.82,180.855,4.246666666666666,17.35
Belleza,Viernes,5,13,Laboral-Quincena,Norte,2.0,1.0933333333333335,20.333333333333332,20180.4,22366.6,47.432,52.568000000000005,22.646666666666672,3.8366666666666664,30.86,1.0233333333333334,4.173333333333333,16.543333333333333,63.73,166.0375,67.37333333333333,147.355,96.95666666666666,11.17,62.423333333333325,45.88166666666667,49.82666666666666,41.803333333333335,79.96000000000001,5.6525,54.2625,36.5375,55.141999999999996,138.565,194.625,150.94166666666666,0.0,292.09000000000003,160.5125,84.0,207.57,274.79,187.5525,1.2266666666666668,13.72
Despensa,Viernes,5,13,Laboral-Quincena,Occidente,10.0,1.5466666666666666,11.166666666666666,13367.2,13584.0,49.6,50.4,22.72,4.989999999999999,41.71,1.5333333333333332,1.62,23.078333333333333,164.61,160.015,233.265,374.615,97.96499999999999,13.212,101.04833333333333,27.731666666666666,54.193333333333335,23.474999999999998,84.7475,5.485,88.9075,20.345,51.814,251.45833333333334,404.6325,118.88499999999999,0.0,401.5775,446.73,245.06,112.42,347.75,144.54250000000002,1.5933333333333335,26.88
Despensa,Viernes,5,13,Laboral-Quincena,Occidente,6.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Despensa,Viernes,5,13,Laboral-Quincena,Sur,12.0,1.7166666666666668,18.166666666666668,24766.6,24291.8,50.482000000000006,49.517999999999994,21.043333333333333,4.846666666666667,31.36,0.9733333333333333,3.426666666666667,19.06833333333333,170.81,175.3425,124.68,135.1575,57.55666666666667,8.242,36.77,21.2,32.41166666666667,34.24666666666666,34.6025,4.0975,19.8825,17.8975,30.52,81.46166666666666,171.3475,215.94499999999996,1.04,210.81,115.615,62.5925,182.2,163.30666666666667,100.0225,1.9933333333333334,23.13
Despensa,Viernes,5,13,Laboral-Quincena,Norte,8.0,1.0933333333333335,20.333333333333332,20180.4,22366.6,47.432,52.568000000000005,22.646666666666672,3.8366666666666664,30.86,1.0233333333333334,4.173333333333333,16.543333333333333,63.73,166.0375,67.37333333333333,147.355,96.95666666666666,11.17,62.423333333333325,45.88166666666667,49.82666666666666,41.803333333333335,79.96000000000001,5.6525,54.2625,36.5375,55.141999999999996,138.565,194.625,150.94166666666666,0.0,292.09000000000003,160.5125,84.0,207.57,274.79,187.5525,1.2266666666666668,13.72
Dulces y postres,Viernes,5,13,Laboral-Quincena,Centro,12.0,1.9966666666666668,10.166666666666666,16623.8,17674.6,48.468,51.532,16.863333333333333,4.81,36.6,1.1966666666666668,4.883333333333334,11.780000000000001,62.41,191.64,112.94,153.3325,137.905,12.715,90.12,59.54,71.09666666666666,26.363333333333333,116.1075,8.645,74.2375,52.2975,72.17999999999999,180.25833333333333,263.8325,100.49833333333333,0.0,394.36,135.21499999999997,102.4225,164.77,423.82,180.855,4.246666666666666,17.35
Limpieza de cocina,Viernes,5,13,Laboral-Quincena,Urabá,6.0,0.735,12.666666666666666,21545.8,22148.0,49.31,50.69,43.699999999999996,3.72,32.74,0.615,0.99,3.682,6.31,181.755,36.620000000000005,124.14750000000001,35.09166666666667,5.993333333333333,17.94666666666667,31.945,18.846666666666668,29.786666666666665,33.8125,0.0,14.175,24.0625,19.594,60.645,87.4525,52.49333333333334,0.0,255.04999999999998,86.5,49.2475,39.96,113.33,66.92,0.745,59.6
Cuidado de ropa y calzado,Lunes,5,16,Laboral,Oriente,10.0,1.3800000000000001,12.0,6524.6,6751.0,49.152,50.848,23.406666666666666,3.2933333333333334,38.65,1.1466666666666667,2.73,16.56,58.77,474.6075,111.825,312.6275,109.69,29.766666666666666,135.04,38.4,61.5,65.54166666666667,84.765,18.78,99.60249999999999,19.2825,64.908,112.03166666666668,201.8025,137.97833333333332,0.0,607.8225,291.97,30.9675,219.46,156.23333333333332,123.1225,2.04,45.95
Belleza,Miercoles,5,18,Laboral,Nordeste,12.0,2.17,4.0,6514.0,6077.4,51.734,48.266,19.343333333333334,3.5933333333333333,39.19,1.4933333333333332,4.546666666666667,28.12166666666667,19.88,108.32499999999999,196.38666666666668,181.07999999999998,84.23666666666666,32.77,52.605,80.15,46.255,29.403333333333332,58.1725,0.0,29.0425,31.97,49.478,121.65499999999999,306.525,104.28833333333334,0.0,190.875,90.195,49.852500000000006,174.0,263.92,93.95500000000001,2.853333333333333,34.89
Charcutería,Miercoles,5,18,Laboral,Occidente,12.0,1.1033333333333333,2.3333333333333335,5820.6,6455.2,47.416,52.584,21.94333333333333,3.676666666666667,40.65,0.9466666666666667,4.3,14.882,44.46,93.33,130.72,96.275,109.705,20.666666666666668,98.61666666666666,43.501666666666665,57.39833333333333,17.926666666666666,105.32249999999999,11.9,91.7225,44.167500000000004,58.3,51.178333333333335,83.4175,119.61166666666666,0.0,89.98249999999999,48.1375,27.3825,17.18,150.48,98.3625,2.03,16.33
"Lácteos, huevos y refrigerados",Miercoles,5,18,Laboral,Urabá,12.0,0.45999999999999996,38.333333333333336,61938.0,67023.2,48.032,51.968,29.683333333333337,2.2433333333333336,21.92,0.41,0.6366666666666666,5.11,47.04,69.97999999999999,12.410000000000002,54.195,119.30333333333334,7.021666666666667,55.36833333333334,70.18666666666667,60.975,32.155,94.465,7.135,41.207499999999996,60.955,58.92,91.11833333333334,162.565,59.699999999999996,0.26,198.4675,83.1125,17.0025,182.36,148.27,94.2475,0.5599999999999999,54.57
Pasabocas,Miercoles,5,18,Laboral,Suroeste,12.0,0.7133333333333333,1.6666666666666667,5770.6,6079.6,48.698,51.302,22.683333333333334,4.096666666666667,46.33,0.6666666666666666,3.5,31.108333333333334,47.48,322.36,358.905,213.465,205.46833333333333,41.0625,161.27666666666667,58.84166666666667,114.23500000000001,8.494,148.4525,33.3775,128.735,41.83,116.796,106.47166666666665,286.97,21.201666666666668,0.0,483.05,286.935,150.605,37.81,264.6166666666667,124.1,2.3400000000000003,27.18
Dulces y postres,Jueves,5,19,Laboral,Norte,2.0,1.5199999999999998,1.8333333333333333,16925.0,10862.2,60.912,39.088,23.606666666666666,3.9333333333333336,33.91,1.43,1.8,15.75,240.94,124.8275,102.41666666666667,192.6725,189.04666666666665,23.425,148.53833333333333,50.199999999999996,121.26666666666667,8.794,196.53,21.1025,160.7075,41.035000000000004,147.744,45.26333333333333,109.62,15.771666666666667,2.4466666666666668,360.81,227.755,91.745,221.98,152.76666666666665,67.8875,1.7100000000000002,62.48
Limpieza de cocina,Jueves,5,19,Laboral,Centro,12.0,1.9800000000000002,44.333333333333336,209514.2,234871.0,47.148,52.852,9.253333333333332,10.86,45.71,0.8866666666666666,8.746666666666666,9.345,88.93,282.6225,130.1225,229.76749999999998,23.738333333333333,2.433333333333333,21.363333333333333,11.898333333333333,12.495,8.040000000000001,19.61,2.0425,17.1275,9.86,11.912,317.825,487.3275,151.08166666666668,0.0,558.4449999999999,257.78249999999997,126.7,145.96,252.41333333333333,108.08500000000001,2.28,11.28
Aseo de hogar,Viernes,5,20,Laboral,Centro,12.0,1.4266666666666665,9.666666666666666,11006.4,11699.4,48.474000000000004,51.525999999999996,20.843333333333334,6.363333333333333,34.9,0.7733333333333333,3.026666666666667,19.191666666666666,10.96,146.135,99.53000000000002,143.69,105.065,10.6,80.232,51.13666666666666,54.57333333333333,25.866666666666664,84.7625,4.279999999999999,20.2875,49.8,53.065999999999995,100.32666666666667,166.1775,87.95666666666666,3.3200000000000003,193.3075,117.0975,37.557500000000005,38.33,101.13333333333333,70.6175,1.57,14.48
Belleza,Sabado,5,21,Fin de Semana,Norte,2.0,2.026666666666667,2.0,9862.6,9768.0,50.242000000000004,49.757999999999996,16.826666666666664,3.8266666666666667,41.37,1.2933333333333334,6.29,6.829999999999999,92.28,414.185,212.33499999999998,199.2975,25.363333333333333,10.4,24.960000000000004,8.57,13.606666666666667,8.546666666666667,20.425,2.5925,18.759999999999998,6.5025,14.372,33.29666666666667,96.4075,48.46,0.0,688.4475,293.545,124.3275,84.08,215.4466666666667,72.92,3.736666666666667,27.24
Cuidado Personal,Martes,5,24,Laboral,Urabá,14.0,1.67,0.0,4626.8,4743.6,49.378,50.622,5.0,85.0,18.15,1.67,3.33,3.6666666666666665,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,27.525,13.382137469710932,16.6,31.3,13.625,5.55,21.8475,0.0,8.295,15.1875,10.8075,28.306,59.480000000000004,0.0,0.0,0.0,0.0,0.0,124.97187288569963,25.896666666666665,8.122499999999999,3.33,62.85
Despensa,Martes,5,24,Laboral,Alto Oriente,12.0,1.5433333333333332,3.0,9180.6,9036.0,50.398,49.602,19.823333333333334,4.193333333333333,34.53,1.24,5.0,4.44,8.72,113.29,73.86,62.42,48.274,11.1,44.718,16.2625,26.558,11.12,41.582499999999996,0.0,36.5225,9.4375,22.3,31.598333333333333,82.51,48.02166666666667,0.0,76.57,46.9925,46.410000000000004,21.4,82.71333333333332,73.095,2.203333333333333,32.29
Pasabocas,Martes,5,24,Laboral,Centro,1.0,0.6666666666666666,19.666666666666668,27492.4,29690.0,48.077999999999996,51.922000000000004,25.85666666666667,3.72,39.48,0.5466666666666667,2.4966666666666666,9.056666666666667,44.21,146.845,86.2125,137.155,114.62,6.1,78.68666666666667,45.53666666666667,57.666666666666664,26.560000000000002,100.7775,2.5475,66.32,40.11,59.20399999999999,214.21666666666667,314.93499999999995,109.22166666666665,0.0,230.88750000000002,137.055,52.385,94.41,231.12666666666667,98.47,0.7166666666666667,14.12
Pasabocas,Martes,5,24,Laboral,Sur,3.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
Aseo de hogar,Miercoles,5,25,Laboral,Alto Occidente,3.0,0.6966666666666667,5.833333333333333,25807.2,26417.0,49.414,50.586,25.553333333333338,3.6300000000000003,46.76,0.58,2.57,7.075,21.83,141.89499999999998,37.406666666666666,144.5775,19.158333333333335,7.7,15.346,7.83,10.093333333333334,8.366666666666667,13.932500000000001,1.9375,9.17,5.4025,9.32,106.76333333333334,171.475,91.98833333333333,0.0,176.125,144.3075,31.3075,29.19,161.49666666666667,88.0025,0.9733333333333333,23.43
Belleza,Miercoles,5,25,Laboral,Occidente,6.0,1.2033333333333334,1.5,5257.8,4983.8,51.339999999999996,48.660000000000004,26.346666666666664,2.5933333333333333,41.65,0.9633333333333334,1.6766666666666667,19.842000000000002,44.33,196.85,133.69,169.76,54.458333333333336,30.75,34.46666666666667,57.166666666666664,32.985,11.898,43.4075,15.3875,29.185000000000002,32.4775,29.714,33.757999999999996,79.41749999999999,11.8,0.0,98.54749999999999,127.32,27.87,0.0,86.50666666666666,53.705,1.2133333333333334,36.93
Belleza,Miercoles,5,25,Laboral,Urabá,9.0,0.45999999999999996,38.333333333333336,61938.0,67023.2,48.032,51.968,29.683333333333337,2.2433333333333336,21.92,0.41,0.6366666666666666,5.11,47.04,69.97999999999999,12.410000000000002,54.195,119.30333333333334,7.021666666666667,55.36833333333334,70.18666666666667,60.975,32.155,94.465,7.135,41.207499999999996,60.955,58.92,91.11833333333334,162.565,59.699999999999996,0.26,198.4675,83.1125,17.0025,182.36,148.27,94.2475,0.5599999999999999,54.57
Belleza,Miercoles,5,25,Laboral,Alto Occidente,6.0,1.16,3.3333333333333335,4615.2,4449.6,50.914,49.086,22.393333333333334,4.616666666666666,34.95,0.92,2.86,8.3275,67.34,114.68,126.69867211386399,263.5966666666667,90.56,22.85,39.63333333333333,120.98333333333333,42.151666666666664,29.236666666666665,65.15,0.0,28.1375,71.92750000000001,48.144,30.958333333333332,106.57,128.57166666666666,0.0,114.8875,109.03999999999999,23.2775,28.2,153.64666666666668,60.557500000000005,2.0566666666666666,42.49
Charcutería,Miercoles,5,25,Laboral,Urabá,5.0,1.4513234918200408,0.0,2581.2,2526.0,50.54,49.46,100.0,4.760292529396728,15.07,1.0243700472903885,4.548762142126789,33.699999999999996,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,58.8725,13.382137469710932,38.6675,56.8,29.7825,0.0,26.86,0.0,10.58,18.94,24.365000000000002,42.8,83.405,6.55,0.0,0.0,0.0,0.0,124.97187288569963,20.8,30.876666666666665,2.3610833652862984,90.59
Charcutería,Miercoles,5,25,Laboral,Alto Oriente,6.0,2.58,0.16666666666666666,1394.4,1249.0,52.748000000000005,47.251999999999995,13.123333333333335,10.110000000000001,39.46,2.5166666666666666,3.0866666666666673,0.0,64.98467190486303,198.26123218604954,126.69867211386399,438.6,72.24000000000001,13.382137469710932,55.720000000000006,39.42136023264268,38.12,12.996666666666668,55.23,0.0,42.71,0.0,38.9075,12.996666666666668,58.085,0.0,0.0,115.2075,109.65,90.91,124.97187288569963,25.763333333333332,67.875,2.5866666666666664,35.24
Cuidado Personal,Miercoles,5,25,Laboral,Alto Occidente,6.0,1.4733333333333334,9.333333333333334,14303.6,14925.2,48.934,51.066,15.233333333333333,4.626666666666667,40.78,0.8300000000000001,7.98,4.118,57.86,287.27,64.7675,292.2625,38.57666666666667,6.7,14.306666666666667,25.138333333333335,19.448333333333334,19.456666666666667,28.2725,1.6825,11.5375,18.14,21.902,70.58166666666666,120.79249999999999,193.475,0.0,386.395,272.27250000000004,45.5125,112.21,184.56000000000003,84.26249999999999,3.85,30.91
Despensa,Miercoles,5,25,Laboral,Oriente,4.0,1.57,2.3333333333333335,10757.8,9938.4,51.977999999999994,48.024,16.09333333333333,4.546666666666667,38.19,1.4399999999999997,7.583333333333333,12.943333333333333,170.25,466.5175,182.7275,273.9925,28.028333333333336,13.433333333333332,19.948333333333334,17.634,17.786666666666665,13.736,18.962500000000002,7.62,16.005,9.73,19.556,74.81666666666666,192.735,7.315,0.0,575.1925,302.94,190.545,129.15,206.36,86.4825,2.766666666666666,46.9
Despensa,Miercoles,5,25,Laboral,Centro,6.0,1.7266666666666668,6.166666666666667,10626.6,10586.6,50.094,49.906,13.590000000000002,3.81,40.19,1.366666666666667,10.836666666666668,8.653333333333334,117.22,200.81,112.51750000000001,228.19,59.656666666666666,9.5,59.01500000000001,11.748,31.476666666666663,25.155,40.1975,2.3825,40.552499999999995,6.404999999999999,28.386000000000003,82.705,209.76000000000002,189.85333333333332,0.0,342.8025,286.02,123.6875,8.73,146.91666666666666,57.71,2.6733333333333333,28.31
Despensa,Miercoles,5,25,Laboral,Sur,2.0,0.88,40.0,45217.8,47875.2,48.572,51.428,18.45,2.893333333333333,40.5,0.6666666666666666,9.926666666666668,11.21,73.56,145.5625,64.475,118.435,126.33166666666666,9.406666666666666,52.693333333333335,103.675,66.08666666666666,40.00333333333334,96.375,7.82,43.0875,72.315,70.94,270.1066666666666,433.54,268.68666666666667,0.0,248.4875,122.4775,71.95500000000001,194.83,236.33333333333334,176.3025,1.1866666666666665,11.35
Dulces y postres,Miercoles,5,25,Laboral,Oriente,3.0,0.91,6.166666666666667,30406.4,31221.8,49.339999999999996,50.660000000000004,22.709999999999997,3.4166666666666665,46.42,0.9033333333333333,4.680000000000001,8.950000000000001,68.88,188.255,149.9825,113.53,46.86833333333333,5.366666666666667,28.611666666666665,21.724999999999998,24.506666666666664,8.038333333333334,31.435000000000002,1.5525,20.802500000000002,13.129999999999999,24.426,150.81666666666666,246.60500000000002,27.451666666666668,0.0,290.85249999999996,127.77250000000001,91.91749999999999,111.44,145.45000000000002,101.52250000000001,1.3800000000000001,19.18
Dulces y postres,Miercoles,5,25,Laboral,Sur,6.0,1.5733333333333333,341.0,1054358.6,1201836.8,46.732,53.26800000000001,13.133333333333333,4.336666666666667,44.69,1.0433333333333332,11.506666666666666,18.853333333333335,65.12,172.7725,88.28999999999999,144.595,99.60666666666667,6.398333333333333,58.51666666666666,49.76,49.955000000000005,12.301666666666668,79.0475,4.220000000000001,39.8775,39.120000000000005,49.724000000000004,794.5383333333333,1018.72,124.80666666666667,0.368,347.88250000000005,164.3225,103.1,160.38,248.88,184.1275,2.4066666666666667,10.35
Panadería y Pastelería,Miercoles,5,25,Laboral,Occidente,6.0,1.5533333333333335,1.0,1613.0,1585.6,50.42999999999999,49.57000000000001,22.886666666666667,2.6633333333333336,31.33,0.63,3.5533333333333332,10.583333333333334,64.98467190486303,198.26123218604954,126.69867211386399,180.72590294272894,208.75666666666666,13.382137469710932,114.39833333333333,39.42136023264268,105.28166666666668,0.0,187.615,0.0,102.8175,0.0,94.26599999999999,36.76166666666666,55.55,8.075,0.0,0.0,0.0,0.0,0.0,43.0,63.0175,2.7099999999999995,19.64
Panadería y Pastelería,Miercoles,5,25,Laboral,Norte,12.0,1.32,2.0,4406.0,4582.8,49.016,50.984,17.656666666666666,4.45,40.14,1.3099999999999998,7.456666666666667,18.708333333333332,71.11,280.2025,126.485,250.04250000000002,120.925,22.0,132.64000000000001,28.860000000000003,64.865,17.078333333333333,64.28,5.625,61.025000000000006,18.465,71.466,20.652,28.6725,13.183333333333332,0.0,175.9675,244.9875,24.0375,116.28,78.64666666666666,73.295,1.8033333333333335,45.69
